,PUBID,REGION,CENDIV,SQFT,PBA,YRCON,FREESTN,NELVTR,NESLTR,GLSSPC,OPEN24,WKHRS,NWKER,OPNWE,ONEACT,RFGEQP,ELHT1,ELCOOL,ELWATR,ELCOOK,ELMANU,ELCNS,YEAR,PBA_Detail
194,236,3,6,3500,5,1987,1.0,1.0,0.0,,2.0,60.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,18871.0,2003,Service
195,237,4,8,1500,26,1935,1.0,2.0,0.0,,2.0,40.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,13986.0,2003,Education
196,238,3,5,10000,12,1948,1.0,1.0,0.0,,2.0,5.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,38461.0,2003,Nonrefrigerated warehouse
197,239,1,2,10250,18,1974,1.0,3.0,0.0,,1.0,168.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,229303.0,2003,Retail other than mall
198,241,3,5,4700,15,2000,1.0,3.0,0.0,,2.0,107.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,234756.0,2003,Office
199,242,2,4,13750,12,1964,1.0,1.0,0.0,,2.0,35.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,39600.0,2003,Food service
200,243,1,2,5000,2,1985,1.0,1.0,0.0,,2.0,57.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,119972.0,2003,Public assembly
201,245,3,5,12000,2,2002,1.0,5.0,0.0,,2.0,40.0,50.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,137951.0,2003,Inpatient health care
202,246,3,5,12750,14,1975,,0.0,0.0,,2.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,84996.0,2003,Retail other than mall
203,247,4,9,255000,2,1999,,0.0,4.0,,2.0,45.0,700.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3744525.0,2003,Service
204,249,1,2,3850,13,1955,1.0,1.0,0.0,,2.0,10.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5178.0,2003,Office
205,251,4,8,5400,2,1975,1.0,3.0,0.0,,2.0,45.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,52196.0,2003,Education
206,252,2,3,5100,91,1883,1.0,1.0,0.0,,2.0,47.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,22687.0,2003,Public assembly
207,253,1,1,64000,2,1927,,0.0,2.0,,2.0,84.0,200.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2019521.0,2003,Refrigerated warehouse
208,254,4,8,3300,2,1983,1.0,4.0,0.0,,2.0,40.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,20712.0,2003,Lodging
209,255,3,6,1400,26,1972,1.0,1.0,0.0,,2.0,60.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,23554.0,2003,Education
210,256,1,1,89000,2,1896,,0.0,3.0,,2.0,70.0,140.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1170880.0,2003,Food service
211,258,1,2,15000,8,1979,1.0,1.0,0.0,,1.0,168.0,40.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,295780.0,2003,Education
212,259,4,9,13250,13,1960,1.0,1.0,0.0,,2.0,133.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,131138.0,2003,Retail other than mall
213,260,4,9,106000,14,1998,1.0,3.0,3.0,,2.0,90.0,88.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1606101.0,2003,Service
214,261,3,5,5100,12,1964,1.0,2.0,0.0,,2.0,50.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,22097.0,2003,Retail other than mall
215,263,3,7,31500,8,1994,1.0,2.0,1.0,,2.0,73.0,135.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,569881.0,2003,Office
216,264,3,7,2850,15,1979,1.0,2.0,0.0,,2.0,122.0,18.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,414805.0,2003,Vacant
217,265,3,7,72000,5,1996,1.0,1.0,0.0,,2.0,50.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,49062.0,2003,Lodging
218,266,3,7,7700,25,1920,,0.0,0.0,,2.0,46.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,42332.0,2003,Religious worship
219,268,3,5,4650,12,1988,1.0,2.0,0.0,,2.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,36283.0,2003,Nonrefrigerated warehouse
220,270,3,6,13500,23,1959,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,212228.0,2003,Education
221,271,2,3,25500,2,1956,1.0,1.0,0.0,,2.0,44.0,30.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,187693.0,2003,Office
222,272,3,7,65000,18,1973,1.0,2.0,1.0,,1.0,168.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,811426.0,2003,Office
223,273,1,2,52000,14,1960,1.0,1.0,0.0,,2.0,62.0,43.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,384067.0,2003,Religious worship
224,274,1,2,102000,7,1997,1.0,2.0,2.0,,1.0,168.0,125.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2691946.0,2003,Retail other than mall
225,275,1,2,1400000,24,1990,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,26782286.0,2003,Lodging
226,276,3,6,2150,6,1997,1.0,2.0,0.0,,2.0,18.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,86060.0,2003,Service
227,277,3,7,15750,23,1985,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,495563.0,2003,Office
228,278,3,5,28500,14,1998,1.0,4.0,1.0,,2.0,80.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,733933.0,2003,Outpatient health care
229,279,2,3,4400,15,1902,1.0,1.0,0.0,,2.0,120.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,42333.0,2003,Education
230,280,4,8,30000,5,2001,1.0,1.0,0.0,,2.0,80.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,160361.0,2003,Other
231,281,3,5,27000,14,1998,1.0,2.0,0.0,,2.0,54.0,23.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,219846.0,2003,Religious worship
232,282,3,7,42500,14,1984,1.0,1.0,0.0,,2.0,40.0,25.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,557745.0,2003,Nonrefrigerated warehouse
233,283,1,1,88000,4,1928,1.0,2.0,2.0,,1.0,168.0,80.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1582812.0,2003,Outpatient health care
234,284,2,3,54000,13,1890,,0.0,4.0,,2.0,40.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1768708.0,2003,Office
235,285,3,6,3500,15,1977,1.0,1.0,0.0,,2.0,15.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,69156.0,2003,Religious worship
236,286,3,5,13250,2,1956,1.0,2.0,0.0,,2.0,45.0,35.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,241536.0,2003,Office
237,288,3,7,230000,5,2000,1.0,1.0,0.0,,2.0,83.0,29.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,975382.0,2003,Strip shopping mall
238,289,1,2,9600,12,1920,,0.0,0.0,,2.0,40.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,17213.0,2003,Vacant
239,291,3,6,1500,26,1975,1.0,1.0,0.0,,2.0,98.0,2.0,1.0,1.0,,,,,,,,2003,Nonrefrigerated warehouse
240,292,2,4,6000,5,1959,1.0,1.0,0.0,,2.0,56.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,51165.0,2003,Education
241,293,1,2,400000,14,1938,,0.0,12.0,,1.0,168.0,600.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6380168.0,2003,Office
242,294,3,5,1000000,2,1975,1.0,3.0,14.0,,2.0,60.0,1512.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,17144548.0,2003,Service
243,295,4,9,3850,2,1994,1.0,2.0,0.0,,2.0,60.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,74294.0,2003,Education
244,296,4,9,1800,25,1994,,0.0,0.0,,2.0,50.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,7000.0,2003,Education
245,297,2,3,3150,5,1942,1.0,1.0,0.0,,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1194.0,2003,Nonrefrigerated warehouse
246,299,1,1,9800,2,1995,1.0,2.0,0.0,,2.0,50.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,57401.0,2003,Education
247,300,4,9,35000,18,1994,1.0,2.0,0.0,,1.0,168.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,493745.0,2003,Office
248,302,2,3,50001,14,1979,1.0,1.0,0.0,,2.0,45.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,127155.0,2003,Public assembly
249,303,2,4,11750,15,1965,1.0,3.0,0.0,,2.0,66.0,22.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,96795.0,2003,Nonrefrigerated warehouse
250,304,3,7,30500,15,2000,1.0,1.0,0.0,,2.0,84.0,35.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1199622.0,2003,Lodging
251,305,4,8,14500,14,1957,1.0,1.0,0.0,,2.0,105.0,14.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,311315.0,2003,Public assembly
252,306,3,7,24000,23,1985,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,422706.0,2003,Vacant
253,307,2,4,14250,14,1959,1.0,2.0,1.0,,2.0,60.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,37480.0,2003,Education
254,308,1,1,255000,16,1982,1.0,1.0,6.0,,1.0,168.0,600.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,9539286.0,2003,Public assembly
255,309,3,5,150000,5,1998,1.0,2.0,0.0,,2.0,50.0,50.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,902624.0,2003,Food service
256,310,3,7,64000,23,1984,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,1511243.0,2003,Office
257,311,3,5,10000,25,1968,1.0,1.0,0.0,,2.0,66.0,14.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,116820.0,2003,Office
258,312,1,2,4800,26,1890,,0.0,0.0,,2.0,55.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,44805.0,2003,Public assembly
259,313,3,7,90000,5,1995,1.0,1.0,0.0,,2.0,73.0,37.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,646604.0,2003,Inpatient health care
260,314,1,2,59000,6,1973,1.0,1.0,0.0,,2.0,126.0,30.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3661802.0,2003,Public assembly
261,315,3,6,15500,8,1928,1.0,3.0,0.0,,2.0,40.0,40.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,248396.0,2003,Food sales
262,316,3,7,15750,14,1995,1.0,2.0,0.0,,2.0,45.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,65154.0,2003,Retail other than mall
263,317,2,3,24750,13,1996,1.0,2.0,1.0,,2.0,69.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,422880.0,2003,Office
264,318,2,3,20250,2,1981,1.0,3.0,0.0,,2.0,55.0,95.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,401099.0,2003,Nonrefrigerated warehouse
265,319,3,7,10250,5,1979,1.0,1.0,0.0,,2.0,84.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,29310.0,2003,Religious worship
266,320,3,5,40000,2,1999,1.0,5.0,1.0,,2.0,45.0,90.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1023681.0,2003,Education
267,321,1,2,128000,2,1970,1.0,4.0,3.0,,1.0,168.0,250.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3963264.0,2003,Inpatient health care
268,322,1,2,12000,12,1990,1.0,3.0,0.0,,2.0,55.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,79301.0,2003,Inpatient health care
269,323,4,9,1250,26,1975,1.0,1.0,0.0,,2.0,56.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,45445.0,2003,Education
270,324,3,5,12000,14,1960,1.0,1.0,0.0,,2.0,55.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,117196.0,2003,Retail other than mall
271,325,3,5,76000,14,1950,1.0,3.0,1.0,,2.0,48.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,471776.0,2003,Office
272,326,2,3,2400,25,1898,1.0,1.0,0.0,,2.0,48.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,17786.0,2003,Education
273,327,3,7,235000,1,1953,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Office
274,328,2,3,6100,25,1993,,0.0,0.0,,2.0,77.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,173453.0,2003,Food service
275,331,2,3,1600000,14,1934,1.0,4.0,4.0,,2.0,66.0,360.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5475000.0,2003,Service
276,332,3,6,164000,18,1979,1.0,4.0,4.0,,1.0,168.0,80.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3002165.0,2003,Vacant
277,335,3,6,12750,5,1989,1.0,1.0,0.0,,2.0,55.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,104530.0,2003,Food service
278,336,3,7,13000,12,1990,1.0,1.0,0.0,,2.0,60.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,160254.0,2003,Inpatient health care
279,337,3,5,14500,25,2001,1.0,1.0,0.0,,2.0,112.0,15.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,405920.0,2003,Nonrefrigerated warehouse
280,338,2,3,8400,13,1976,1.0,1.0,0.0,,2.0,63.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,240740.0,2003,Nonrefrigerated warehouse
281,339,4,9,1700,25,1947,1.0,2.0,0.0,,2.0,76.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,38104.0,2003,Office
282,340,4,8,10500,7,1997,1.0,1.0,0.0,,2.0,45.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,151017.0,2003,Education
283,342,2,3,3400,15,1985,1.0,3.0,0.0,,2.0,138.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,311824.0,2003,Religious worship
284,345,2,3,5000,25,1963,1.0,1.0,0.0,,2.0,57.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,7304.0,2003,Public order and safety
285,346,3,5,12000,25,1999,1.0,1.0,0.0,,2.0,72.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,185463.0,2003,Nonrefrigerated warehouse
286,349,2,3,14000,12,1952,1.0,1.0,1.0,,1.0,168.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,69260.0,2003,Religious worship
287,350,1,2,108000,2,1985,1.0,2.0,3.0,,2.0,60.0,400.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2936797.0,2003,Food service
288,351,2,4,63000,14,1997,1.0,2.0,0.0,,2.0,40.0,34.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,673765.0,2003,Religious worship
289,352,1,2,9800,7,1980,1.0,1.0,0.0,,2.0,40.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,22961.0,2003,Nursing
290,354,4,9,29000,14,2002,1.0,2.0,1.0,,2.0,43.0,37.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,155302.0,2003,Retail other than mall
291,355,2,4,146000,13,1927,1.0,2.0,2.0,,2.0,60.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,114880.0,2003,Outpatient health care
292,356,3,7,146000,14,1974,1.0,2.0,4.0,,1.0,168.0,265.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4044331.0,2003,Office
293,357,3,7,58000,17,2000,1.0,3.0,1.0,,1.0,168.0,24.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,878922.0,2003,Inpatient health care
294,358,3,5,800000,11,1996,1.0,1.0,0.0,,1.0,168.0,300.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,21821406.0,2003,Religious worship
295,359,2,3,40000,2,1977,1.0,4.0,2.0,,2.0,40.0,122.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1298613.0,2003,Public assembly
296,360,3,5,26500,18,1920,1.0,2.0,0.0,,1.0,168.0,95.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,113691.0,2003,Office
297,362,4,9,4000,14,1936,1.0,3.0,0.0,,2.0,40.0,12.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,80301.0,2003,Inpatient health care
298,363,4,9,45500,2,1988,1.0,5.0,1.0,,2.0,64.0,150.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,157182.0,2003,Office
299,364,3,7,70000,16,1989,1.0,3.0,0.0,,1.0,168.0,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2463750.0,2003,Office
300,365,3,7,13000,91,1983,1.0,1.0,0.0,,1.0,168.0,15.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,357643.0,2003,Office
301,366,3,6,2950,5,2000,1.0,1.0,0.0,,2.0,84.0,0.0,1.0,1.0,,,,,,,,2003,Food service
302,367,3,5,1500,1,1950,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Education
303,368,3,5,30000,2,1976,1.0,1.0,2.0,,2.0,55.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,262710.0,2003,Nonrefrigerated warehouse
304,369,2,3,120000,5,2000,1.0,2.0,0.0,,2.0,45.0,99.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,947514.0,2003,Retail other than mall
305,370,4,9,21000,8,1983,1.0,1.0,0.0,,2.0,60.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,285783.0,2003,Office
306,371,3,5,45500,12,1984,1.0,1.0,0.0,,1.0,168.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,499603.0,2003,Inpatient health care
307,372,1,1,2750,26,1968,1.0,1.0,0.0,,2.0,40.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3515.0,2003,Strip shopping mall
308,373,2,3,40000,23,1963,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,1430081.0,2003,Public assembly
309,374,3,7,33000,15,2000,1.0,4.0,0.0,,1.0,168.0,45.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2489001.0,2003,Education
310,375,2,3,66000,5,1907,1.0,1.0,0.0,,2.0,100.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,679089.0,2003,Education
311,377,2,4,20500,5,1971,1.0,1.0,0.0,,2.0,60.0,35.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,218103.0,2003,Inpatient health care
312,379,4,9,7700,25,1978,1.0,2.0,0.0,,2.0,80.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,201489.0,2003,Strip shopping mall
313,382,4,9,66000,14,1980,1.0,2.0,0.0,,2.0,84.0,37.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,638866.0,2003,Service
314,386,4,9,3000,15,1997,1.0,4.0,0.0,,2.0,86.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,150118.0,2003,Office
315,387,3,6,41500,2,1965,1.0,3.0,2.0,,2.0,48.0,40.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1104506.0,2003,Vacant
316,388,3,6,7800,2,1927,,0.0,0.0,,2.0,40.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,68720.0,2003,Education
317,389,3,5,8400,1,2001,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2256.0,2003,Food sales
318,390,2,3,8800,23,1985,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,84428.0,2003,Public assembly
319,391,3,7,2000,5,1982,1.0,1.0,0.0,,2.0,60.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3453.0,2003,Inpatient health care
320,392,3,5,5000,5,1940,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Education
321,393,4,9,50000,12,1930,,0.0,0.0,,2.0,43.0,22.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,38378.0,2003,Vacant
322,394,4,9,26000,23,1985,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,470013.0,2003,Lodging
323,395,2,3,3000,1,1900,1.0,2.0,0.0,,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1118.0,2003,Retail other than mall
324,396,1,1,13500,25,1958,1.0,3.0,0.0,,2.0,63.0,15.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,147150.0,2003,Office
325,398,3,5,350000,18,1986,1.0,2.0,45.0,,1.0,168.0,200.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4252357.0,2003,Public assembly
326,399,1,2,5000,15,1990,1.0,2.0,0.0,,2.0,24.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,89985.0,2003,Nonrefrigerated warehouse
327,400,2,3,2400,5,1981,1.0,1.0,0.0,,1.0,168.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1176.0,2003,Education
328,401,1,1,62000,2,1980,1.0,2.0,2.0,24.0,2.0,50.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1080324.0,2003,Religious worship
329,402,3,5,24000,25,1999,1.0,1.0,0.0,,2.0,54.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,251873.0,2003,Office
330,403,3,5,23000,18,1962,1.0,3.0,0.0,,1.0,168.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,382296.0,2003,Public assembly
331,404,2,4,19750,2,1945,1.0,1.0,0.0,,2.0,50.0,60.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,201942.0,2003,Service
332,405,4,9,3900,13,1974,1.0,3.0,0.0,,2.0,40.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,41934.0,2003,Inpatient health care
333,406,3,7,2000,26,1983,1.0,1.0,0.0,,2.0,45.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,24677.0,2003,Office
334,407,4,8,2800,26,1961,1.0,1.0,0.0,,2.0,40.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,26237.0,2003,Outpatient health care
335,408,1,2,138000,23,1987,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,4528067.0,2003,Nonrefrigerated warehouse
336,409,3,7,44000,25,1981,1.0,2.0,0.0,,2.0,65.0,55.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,529632.0,2003,Service
337,410,1,2,9600,2,1983,1.0,1.0,0.0,,2.0,84.0,26.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,96632.0,2003,Education
338,413,4,9,2400,26,1988,1.0,1.0,0.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3031.0,2003,Nonrefrigerated warehouse
339,414,3,5,6900,6,1963,1.0,1.0,0.0,,2.0,60.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,87239.0,2003,Outpatient health care
340,415,2,3,9000,26,1964,,0.0,0.0,,2.0,57.0,23.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,93376.0,2003,Food service
341,416,3,6,5000,13,1994,1.0,2.0,0.0,,2.0,105.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,61979.0,2003,Inpatient health care
342,417,3,5,2400,26,1993,1.0,1.0,0.0,,2.0,40.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9180.0,2003,Strip shopping mall
343,418,3,6,1200,26,1988,1.0,1.0,0.0,,2.0,50.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,8237.0,2003,Lodging
344,419,1,2,140000,1,1966,1.0,3.0,1.0,,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,472528.0,2003,Retail other than mall
345,420,1,1,172000,24,1969,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,2654812.0,2003,Lodging
346,421,2,3,57000,12,1959,1.0,3.0,1.0,,2.0,105.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,203833.0,2003,Inpatient health care
347,423,4,8,6600,8,1991,1.0,1.0,0.0,,2.0,56.0,20.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,73618.0,2003,Public assembly
348,424,2,3,275000,16,1976,1.0,2.0,10.0,,1.0,168.0,300.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7786868.0,2003,Service
349,425,3,5,7000,14,1973,1.0,1.0,0.0,,2.0,80.0,25.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,95197.0,2003,Retail other than mall
350,426,3,6,1450,12,1999,1.0,2.0,0.0,,2.0,5.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2843.0,2003,Strip shopping mall
351,427,3,7,56000,13,2000,1.0,2.0,0.0,,1.0,168.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,769123.0,2003,Food sales
352,428,2,4,6400,7,1976,1.0,1.0,1.0,,1.0,168.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,21740.0,2003,Vacant
353,429,3,6,3800,15,2001,1.0,1.0,0.0,,2.0,30.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,68668.0,2003,Inpatient health care
354,430,1,2,26500,1,1900,1.0,2.0,0.0,,2.0,40.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,24764.0,2003,Food service
355,431,1,2,1300,15,1919,,0.0,0.0,,2.0,50.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,52903.0,2003,Education
356,432,4,9,144000,2,1977,1.0,3.0,3.0,,2.0,55.0,600.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3200000.0,2003,Religious worship
